Location,Country_code,Diseases,Diseases Deaths
Myanmar,MMR,Lower respiratory infections,62783
Indonesia,IDN,Chronic obstructive pulmonary disease,62964
Tonga,TON,Stroke,62.37
Samoa,WSM,Lower respiratory infections,62.47
Saint Lucia,LCA,Chronic obstructive pulmonary disease,62.47
Malta,MLT,"Trachea, bronchus, lung cancers",62.57
Sao Tome and Principe,STP,"Trachea, bronchus, lung cancers",62.62
Cabo Verde,CPV,"Trachea, bronchus, lung cancers",62.98
Costa Rica,CRI,Ischaemic heart disease,6201
Singapore,SGP,Lower respiratory infections,6214
Australia,AUS,"Trachea, bronchus, lung cancers",6222
Gabon,GAB,Chronic obstructive pulmonary disease,623.8
Peru,PER,Chronic obstructive pulmonary disease,6247
Pakistan,PAK,Ischaemic heart disease,625039
Kenya,KEN,"Trachea, bronchus, lung cancers",626.2
Chile,CHL,Lower respiratory infections,6262
Serbia,SRB,Chronic obstructive pulmonary disease,6268
Bhutan,BTN,Lower respiratory infections,628.5
Yemen,YEM,Chronic obstructive pulmonary disease,6286
United Arab Emirates,ARE,Chronic obstructive pulmonary disease,6292
Montenegro,MNE,Ischaemic heart disease,6298
Russian Federation,RUS,Lower respiratory infections,63481
Democratic Republic of the Congo,COD,Stroke,63745
Ghana,GHA,Lower respiratory infections,63908
Suriname,SUR,Chronic obstructive pulmonary disease,63.39
Brunei Darussalam,BRN,Lower respiratory infections,63.45
Maldives,MDV,Chronic obstructive pulmonary disease,63.74
Estonia,EST,"Trachea, bronchus, lung cancers",63.98
El Salvador,SLV,"Trachea, bronchus, lung cancers",630.6
Zimbabwe,ZWE,Stroke,6300
Guinea,GIN,Chronic obstructive pulmonary disease,6309
New Zealand,NZL,"Trachea, bronchus, lung cancers",631
Maldives,MDV,Ischaemic heart disease,632.9
Bahamas,BHS,Ischaemic heart disease,634.5
Liberia,LBR,Chronic obstructive pulmonary disease,634.6
Timor-Leste,TLS,Lower respiratory infections,6366
Kiribati,KIR,Ischaemic heart disease,637
Netherlands,NLD,Lower respiratory infections,6378
United Arab Emirates,ARE,Lower respiratory infections,6395
Malawi,MWI,Stroke,6398
Cuba,CUB,Ischaemic heart disease,64040
Sierra Leone,SLE,Lower respiratory infections,64560
Tajikistan,TJK,Lower respiratory infections,64791
Poland,POL,Stroke,64812
Samoa,WSM,Lower respiratory infections,64.53
Kyrgyzstan,KGZ,Lower respiratory infections,6409
Congo,COG,Ischaemic heart disease,6414
Rwanda,RWA,Chronic obstructive pulmonary disease,6416
Albania,ALB,Stroke,6438
Equatorial Guinea,GNQ,Stroke,644.1
The former Yugoslav Republic of Macedonia,MKD,Stroke,6459
Uruguay,URY,Chronic obstructive pulmonary disease,647.4
Lithuania,LTU,Stroke,6472
Algeria,DZA,Chronic obstructive pulmonary disease,6475
Eswatini,SWZ,Lower respiratory infections,6477
Spain,ESP,Lower respiratory infections,6488
Bangladesh,BGD,Ischaemic heart disease,649380
Morocco,MAR,Stroke,65790
Luxembourg,LUX,Lower respiratory infections,65.22
Trinidad and Tobago,TTO,Lower respiratory infections,651.9
The former Yugoslav Republic of Macedonia,MKD,Stroke,6531
South Sudan,SSD,Chronic obstructive pulmonary disease,654.2
Niger,NER,Chronic obstructive pulmonary disease,6542
Singapore,SGP,"Trachea, bronchus, lung cancers",655.2
Bulgaria,BGR,"Trachea, bronchus, lung cancers",6559
Ethiopia,ETH,"Trachea, bronchus, lung cancers",6564
Chad,TCD,Chronic obstructive pulmonary disease,6567
Iran (Islamic Republic of),IRN,"Trachea, bronchus, lung cancers",6574
Sweden,SWE,Lower respiratory infections,658.8
Kuwait,KWT,Stroke,659
Spain,ESP,Ischaemic heart disease,66117
Samoa,WSM,Chronic obstructive pulmonary disease,66.23
Guinea-Bissau,GNB,Lower respiratory infections,6600
Kyrgyzstan,KGZ,Stroke,6602
Cyprus,CYP,Stroke,662.5
Turkmenistan,TKM,Lower respiratory infections,6636
Greece,GRC,Lower respiratory infections,6645
Botswana,BWA,Chronic obstructive pulmonary disease,665.2
Honduras,HND,Chronic obstructive pulmonary disease,6650
Gambia,GMB,Lower respiratory infections,6658
Azerbaijan,AZE,Lower respiratory infections,6659
Congo,COG,Ischaemic heart disease,6660
Pakistan,PAK,Stroke,667988
Chile,CHL,"Trachea, bronchus, lung cancers",6671
Tajikistan,TJK,Chronic obstructive pulmonary disease,6675
Papua New Guinea,PNG,Chronic obstructive pulmonary disease,6677
Comoros,COM,Ischaemic heart disease,669.5
Eritrea,ERI,Ischaemic heart disease,6696
Nigeria,NGA,Chronic obstructive pulmonary disease,67026
South Africa,ZAF,Ischaemic heart disease,67300
Somalia,SOM,Lower respiratory infections,67457
Sao Tome and Principe,STP,Chronic obstructive pulmonary disease,67.18
United States of America,USA,Ischaemic heart disease,670162
Eswatini,SWZ,Chronic obstructive pulmonary disease,670.1
Papua New Guinea,PNG,Lower respiratory infections,6706
Nicaragua,NIC,Lower respiratory infections,6709
China,CHN,Lower respiratory infections,671162
Singapore,SGP,Chronic obstructive pulmonary disease,673
Suriname,SUR,Stroke,673.7
Guatemala,GTM,Stroke,6744
Central African Republic,CAF,Ischaemic heart disease,6753
Lesotho,LSO,Ischaemic heart disease,6755
Greece,GRC,Chronic obstructive pulmonary disease,6768
Sudan,SDN,"Trachea, bronchus, lung cancers",677.6
Indonesia,IDN,"Trachea, bronchus, lung cancers",68042
Saudi Arabia,SAU,Lower respiratory infections,68060
Mozambique,MOZ,Stroke,68454
United States of America,USA,Lower respiratory infections,68474
Côte d’Ivoire,CIV,Ischaemic heart disease,68693
Sudan,SDN,Lower respiratory infections,68709
Bangladesh,BGD,Chronic obstructive pulmonary disease,68819
Bulgaria,BGR,Ischaemic heart disease,68946
Tonga,TON,Lower respiratory infections,68.1
Tonga,TON,Ischaemic heart disease,68.43
Congo,COG,"Trachea, bronchus, lung cancers",68.78
Lesotho,LSO,"Trachea, bronchus, lung cancers",68.87
Turkmenistan,TKM,Chronic obstructive pulmonary disease,682.3
Lithuania,LTU,Chronic obstructive pulmonary disease,684.2
Jamaica,JAM,Chronic obstructive pulmonary disease,684.6
Finland,FIN,Chronic obstructive pulmonary disease,684.6
Egypt,EGY,Ischaemic heart disease,687134
Angola,AGO,"Trachea, bronchus, lung cancers",687.6
Ireland,IRL,Ischaemic heart disease,6872
Bahrain,BHR,Ischaemic heart disease,6888
United Arab Emirates,ARE,"Trachea, bronchus, lung cancers",689.7
Kenya,KEN,Lower respiratory infections,69127
Kazakhstan,KAZ,Ischaemic heart disease,69143
Benin,BEN,Lower respiratory infections,69392
Belize,BLZ,Chronic obstructive pulmonary disease,69.14
Comoros,COM,Chronic obstructive pulmonary disease,69.54
Guinea,GIN,"Trachea, bronchus, lung cancers",693.6
New Zealand,NZL,"Trachea, bronchus, lung cancers",693.8
Cameroon,CMR,"Trachea, bronchus, lung cancers",694.6
Lao People's Democratic Republic,LAO,"Trachea, bronchus, lung cancers",696.6
Sierra Leone,SLE,Stroke,6975
China,CHN,Ischaemic heart disease,7824150
Tonga,TON,Chronic obstructive pulmonary disease,7.29
Solomon Islands,SLB,"Trachea, bronchus, lung cancers",7.76
Uzbekistan,UZB,Lower respiratory infections,70281
United States of America,USA,Stroke,70569
Canada,CAN,Ischaemic heart disease,70850
Luxembourg,LUX,"Trachea, bronchus, lung cancers",70.34
Micronesia (Federated States of),FSM,Lower respiratory infections,70.71
Uzbekistan,UZB,"Trachea, bronchus, lung cancers",7029
Bhutan,BTN,Chronic obstructive pulmonary disease,704.1
Mali,MLI,"Trachea, bronchus, lung cancers",704.5
Namibia,"NAM",Lower respiratory infections,7044
Albania,ALB,Lower respiratory infections,705.5
United Arab Emirates,ARE,Chronic obstructive pulmonary disease,7061
Belgium,BEL,"Trachea, bronchus, lung cancers",7069
Fiji,FJI,Lower respiratory infections,708.2
Iraq,IRQ,"Trachea, bronchus, lung cancers",7086
Venezuela (Bolivarian Republic of),VEN,"Trachea, bronchus, lung cancers",7094
Saint Vincent and the Grenadines,VCT,Stroke,71
Ukraine,UKR,Stroke,71141
Republic of Korea,KOR,Lower respiratory infections,71245
Nepal,NPL,Ischaemic heart disease,71314
Sri Lanka,LKA,Ischaemic heart disease,71436
Colombia,COL,Ischaemic heart disease,71597
Ukraine,UKR,Stroke,71624
Mexico,MEX,Lower respiratory infections,71753
Ethiopia,ETH,Ischaemic heart disease,71903
Botswana,BWA,"Trachea, bronchus, lung cancers",71.89
Samoa,WSM,Ischaemic heart disease,711.8
Botswana,BWA,Ischaemic heart disease,7116
The former Yugoslav Republic of Macedonia,MKD,Ischaemic heart disease,7123
Jamaica,JAM,"Trachea, bronchus, lung cancers",713.3
New Zealand,NZL,Ischaemic heart disease,7130
Jamaica,JAM,Lower respiratory infections,714.8
Tajikistan,TJK,"Trachea, bronchus, lung cancers",715.9
Timor-Leste,TLS,Chronic obstructive pulmonary disease,718.8
Serbia,SRB,Lower respiratory infections,7195
Colombia,COL,"Trachea, bronchus, lung cancers",7197
Belarus,BLR,Ischaemic heart disease,72076
Cameroon,CMR,Ischaemic heart disease,72424
Togo,TGO,Lower respiratory infections,72761
Italy,ITA,Stroke,72902
Togo,TGO,Stroke,7203
Eritrea,ERI,Chronic obstructive pulmonary disease,721.4
Ireland,IRL,"Trachea, bronchus, lung cancers",721.4
Oman,OMN,Chronic obstructive pulmonary disease,725
Kuwait,KWT,"Trachea, bronchus, lung cancers",726.6
Latvia,LVA,Stroke,7299
Democratic People's Republic of Korea,PRK,Ischaemic heart disease,73404
Japan,JPN,Chronic obstructive pulmonary disease,73647
Ghana,GHA,Stroke,73928
Oman,OMN,"Trachea, bronchus, lung cancers",73.32
Grenada,GRD,Stroke,73.93
Mauritius,MUS,Stroke,730.2
Qatar,QAT,Ischaemic heart disease,7315
Nepal,NPL,"Trachea, bronchus, lung cancers",7323
United Republic of Tanzania,TZA,Chronic obstructive pulmonary disease,7343
Chile,CHL,Chronic obstructive pulmonary disease,7345
Slovakia,SVK,Chronic obstructive pulmonary disease,735.4
Micronesia (Federated States of),FSM,Ischaemic heart disease,735.5
Slovakia,SVK,Stroke,7355
Ukraine,UKR,Lower respiratory infections,7379
Afghanistan,AFG,"Trachea, bronchus, lung cancers",7393
Belgium,BEL,Lower respiratory infections,7399
Panama,PAN,Ischaemic heart disease,7399
Japan,JPN,Lower respiratory infections,74019
Maldives,MDV,Chronic obstructive pulmonary disease,74.06
Bhutan,BTN,"Trachea, bronchus, lung cancers",74.32
Timor-Leste,TLS,"Trachea, bronchus, lung cancers",74.85
France,FRA,Chronic obstructive pulmonary disease,7429
Albania,ALB,Chronic obstructive pulmonary disease,743.3
Qatar,QAT,Lower respiratory infections,744.5
Burundi,BDI,Stroke,7463
South Sudan,SSD,Ischaemic heart disease,7492
Peru,PER,Lower respiratory infections,75159
Romania,ROU,Stroke,75466
Saint Lucia,LCA,Lower respiratory infections,75.37
Indonesia,IDN,Ischaemic heart disease,750918
Norway,NOR,Stroke,750.7
Hungary,HUN,Chronic obstructive pulmonary disease,7511
Malawi,MWI,Ischaemic heart disease,7536
Gabon,GAB,Lower respiratory infections,7542
Czechia,CZE,"Trachea, bronchus, lung cancers",7551
Bolivia (Plurinational State of),BOL,"Trachea, bronchus, lung cancers",758
Paraguay,PRY,"Trachea, bronchus, lung cancers",758.1
Myanmar,MMR,Ischaemic heart disease,76188
Thailand,THA,Ischaemic heart disease,76405
Thailand,THA,Lower respiratory infections,76502
Syrian Arab Republic,SYR,Ischaemic heart disease,76691
United States of America,USA,Stroke,76767
Viet Nam,VNM,Chronic obstructive pulmonary disease,76798
Barbados,BRB,Chronic obstructive pulmonary disease,76.94
Cuba,CUB,"Trachea, bronchus, lung cancers",7614
Morocco,MAR,Chronic obstructive pulmonary disease,7622
Cuba,CUB,Lower respiratory infections,7632
Sweden,SWE,Lower respiratory infections,764.4
Czechia,CZE,Chronic obstructive pulmonary disease,7648
Ireland,IRL,Chronic obstructive pulmonary disease,767.6
Bhutan,BTN,Lower respiratory infections,767.9
Trinidad and Tobago,TTO,Stroke,768.5
United Arab Emirates,ARE,Chronic obstructive pulmonary disease,768.6
Dominican Republic,DOM,Chronic obstructive pulmonary disease,769.2
Honduras,HND,"Trachea, bronchus, lung cancers",769.6
Japan,JPN,Stroke,77124
Egypt,EGY,Chronic obstructive pulmonary disease,77510
Democratic Republic of the Congo,COD,Ischaemic heart disease,77746
Cyprus,CYP,Lower respiratory infections,77.43
Cabo Verde,CPV,Chronic obstructive pulmonary disease,77.57
Iceland,ISL,Stroke,77.74
Brunei Darussalam,BRN,Ischaemic heart disease,770.4
Hungary,HUN,"Trachea, bronchus, lung cancers",7700
Ghana,GHA,"Trachea, bronchus, lung cancers",773.8
Congo,COG,Stroke,7748
Russian Federation,RUS,Ischaemic heart disease,776543
Jordan,JOR,Stroke,7763
Norway,NOR,Ischaemic heart disease,7787
Turkmenistan,TKM,Stroke,7792
Guinea,GIN,Lower respiratory infections,78521
Argentina,ARG,Lower respiratory infections,78540
Zambia,ZMB,Lower respiratory infections,78904
Switzerland,CHE,Ischaemic heart disease,7806
Kazakhstan,KAZ,Chronic obstructive pulmonary disease,7819
Costa Rica,CRI,Chronic obstructive pulmonary disease,782.9
Cambodia,KHM,Chronic obstructive pulmonary disease,7827
Angola,AGO,Chronic obstructive pulmonary disease,7833
Cuba,CUB,Stroke,7844
China,CHN,"Trachea, bronchus, lung cancers",787201
Malaysia,MYS,"Trachea, bronchus, lung cancers",7875
Sudan,SDN,Chronic obstructive pulmonary disease,7880
Sweden,SWE,Ischaemic heart disease,7896
Serbia,SRB,Ischaemic heart disease,79188
United States of America,USA,"Trachea, bronchus, lung cancers",79832
Grenada,GRD,Stroke,79.44
Uruguay,URY,Lower respiratory infections,790.4
Montenegro,MNE,"Trachea, bronchus, lung cancers",791.1
Bosnia and Herzegovina,BIH,Lower respiratory infections,791.5
Côte d’Ivoire,CIV,Chronic obstructive pulmonary disease,7943
Dominican Republic,DOM,"Trachea, bronchus, lung cancers",795.6
Sri Lanka,LKA,Stroke,7963
Eritrea,ERI,Stroke,7967
Ecuador,ECU,"Trachea, bronchus, lung cancers",798.4
Denmark,DNK,Ischaemic heart disease,7985
Mozambique,MOZ,Chronic obstructive pulmonary disease,7996
Grenada,GRD,Chronic obstructive pulmonary disease,8
Antigua and Barbuda,ATG,Chronic obstructive pulmonary disease,8.07
Bahamas,BHS,"Trachea, bronchus, lung cancers",8.11
Seychelles,SYC,"Trachea, bronchus, lung cancers",8.38
Saint Vincent and the Grenadines,VCT,"Trachea, bronchus, lung cancers",8.58
Yemen,YEM,Ischaemic heart disease,80644
The former Yugoslav Republic of Macedonia,MKD,Chronic obstructive pulmonary disease,802.8
Eswatini,SWZ,Stroke,802.9
Lebanon,LBN,Chronic obstructive pulmonary disease,803.9
Belgium,BEL,Chronic obstructive pulmonary disease,8050
Greece,GRC,"Trachea, bronchus, lung cancers",8057
Norway,NOR,Chronic obstructive pulmonary disease,806.3
Uganda,UGA,"Trachea, bronchus, lung cancers",806.7
Zambia,ZMB,Ischaemic heart disease,8062
Türkiye,TUR,"Trachea, bronchus, lung cancers",81229
Viet Nam,VNM,Lower respiratory infections,81498
Philippines,PHL,Chronic obstructive pulmonary disease,81545
Iraq,IRQ,Stroke,81553
Congo,COG,"Trachea, bronchus, lung cancers",81.45
Canada,CAN,"Trachea, bronchus, lung cancers",8105
Honduras,HND,Stroke,8105
Russian Federation,RUS,"Trachea, bronchus, lung cancers",8106
Argentina,ARG,"Trachea, bronchus, lung cancers",8121
Finland,FIN,Ischaemic heart disease,8130
Côte d’Ivoire,CIV,"Trachea, bronchus, lung cancers",815.8
Spain,ESP,Lower respiratory infections,8152
Bolivia (Plurinational State of),BOL,Chronic obstructive pulmonary disease,8155
Uruguay,URY,"Trachea, bronchus, lung cancers",816.1
Norway,NOR,Stroke,816.5
Rwanda,RWA,Ischaemic heart disease,8176
Mexico,MEX,"Trachea, bronchus, lung cancers",8197
Burundi,BDI,Ischaemic heart disease,8199
France,FRA,Ischaemic heart disease,82344
Czechia,CZE,Ischaemic heart disease,82709
Argentina,ARG,Ischaemic heart disease,82859
Bahamas,BHS,Stroke,82.72
Senegal,SEN,"Trachea, bronchus, lung cancers",821.4
Papua New Guinea,PNG,Ischaemic heart disease,8253
Uganda,UGA,Chronic obstructive pulmonary disease,8273
Ukraine,UKR,Ischaemic heart disease,828980
Tajikistan,TJK,Ischaemic heart disease,83041
United States of America,USA,Chronic obstructive pulmonary disease,83092
Brazil,BRA,Chronic obstructive pulmonary disease,83372
Central African Republic,CAF,"Trachea, bronchus, lung cancers",83.52
Mauritius,MUS,Lower respiratory infections,835.1
Uruguay,URY,Lower respiratory infections,835.3
Bulgaria,BGR,Chronic obstructive pulmonary disease,8355
Botswana,BWA,Lower respiratory infections,8367
Burundi,BDI,Stroke,8395
Mozambique,MOZ,Lower respiratory infections,84217
Azerbaijan,AZE,Ischaemic heart disease,84539
Bhutan,BTN,"Trachea, bronchus, lung cancers",84.26
Kiribati,KIR,Lower respiratory infections,84.93
Ireland,IRL,Stroke,840.5
Bosnia and Herzegovina,BIH,Stroke,8409
Cameroon,CMR,Chronic obstructive pulmonary disease,8417
Eritrea,ERI,Lower respiratory infections,8426
Lao People's Democratic Republic,LAO,Stroke,8445
Slovenia,SVN,Ischaemic heart disease,8445
Namibia,"NAM",Chronic obstructive pulmonary disease,845.7
Belgium,BEL,Stroke,8471
Australia,AUS,Chronic obstructive pulmonary disease,8474
Jamaica,JAM,Chronic obstructive pulmonary disease,848.1
Haiti,HTI,Stroke,8484
Romania,ROU,Ischaemic heart disease,85385
Thailand,THA,Stroke,85523
Myanmar,MMR,Chronic obstructive pulmonary disease,85901
Saint Vincent and the Grenadines,VCT,Lower respiratory infections,85.85
Congo,COG,Chronic obstructive pulmonary disease,850.6
Guinea-Bissau,GNB,Lower respiratory infections,8507
Albania,ALB,Lower respiratory infections,853.4
Equatorial Guinea,GNQ,Stroke,853.6
United Arab Emirates,ARE,Stroke,8530
Fiji,FJI,Stroke,854.5
Guinea-Bissau,GNB,Chronic obstructive pulmonary disease,854.8
Bahrain,BHR,Lower respiratory infections,856.1
Mauritania,MRT,Ischaemic heart disease,8562
Yemen,YEM,Chronic obstructive pulmonary disease,8571
Philippines,PHL,"Trachea, bronchus, lung cancers",8581
Gambia,GMB,Lower respiratory infections,8583
Kyrgyzstan,KGZ,Stroke,8592
South Sudan,SSD,Lower respiratory infections,86307
United States of America,USA,Chronic obstructive pulmonary disease,86370
Iraq,IRQ,Ischaemic heart disease,86376
Maldives,MDV,Stroke,86.47
Solomon Islands,SLB,Chronic obstructive pulmonary disease,86.68
Cabo Verde,CPV,Stroke,860.6
Nicaragua,NIC,Ischaemic heart disease,8620
Bolivia (Plurinational State of),BOL,Stroke,8625
Armenia,ARM,Chronic obstructive pulmonary disease,863.7
Ireland,IRL,Stroke,864.4
Libya,LBY,Chronic obstructive pulmonary disease,865.8
Guatemala,GTM,"Trachea, bronchus, lung cancers",866.1
Peru,PER,"Trachea, bronchus, lung cancers",8675
Jordan,JOR,Ischaemic heart disease,8681
Tunisia,TUN,Ischaemic heart disease,87030
Russian Federation,RUS,Lower respiratory infections,87634
Somalia,SOM,Lower respiratory infections,87915
Guyana,GUY,Chronic obstructive pulmonary disease,87.11
Kuwait,KWT,Chronic obstructive pulmonary disease,87.56
Micronesia (Federated States of),FSM,Stroke,87.75
Suriname,SUR,Ischaemic heart disease,871.9
Burkina Faso,BFA,"Trachea, bronchus, lung cancers",872.9
Somalia,SOM,Stroke,8720
Lesotho,LSO,Stroke,8720
Cuba,CUB,Chronic obstructive pulmonary disease,8721
Honduras,HND,Lower respiratory infections,8732
Sri Lanka,LKA,Chronic obstructive pulmonary disease,8758
Democratic Republic of the Congo,COD,Lower respiratory infections,876565
Latvia,LVA,Lower respiratory infections,876.1
Norway,NOR,"Trachea, bronchus, lung cancers",876.2
Luxembourg,LUX,Ischaemic heart disease,877.8
The former Yugoslav Republic of Macedonia,MKD,Lower respiratory infections,878.4
Barbados,BRB,Ischaemic heart disease,878.7
Yemen,YEM,Lower respiratory infections,88144
Myanmar,MMR,Lower respiratory infections,88460
Algeria,DZA,Ischaemic heart disease,88530
Saudi Arabia,SAU,Ischaemic heart disease,88899
Guinea-Bissau,GNB,"Trachea, bronchus, lung cancers",88.91
Eritrea,ERI,"Trachea, bronchus, lung cancers",88.96
Ireland,IRL,Chronic obstructive pulmonary disease,881.5
Greece,GRC,Stroke,8819
Cabo Verde,CPV,Lower respiratory infections,882.3
Latvia,LVA,"Trachea, bronchus, lung cancers",883
Nigeria,NGA,"Trachea, bronchus, lung cancers",8868
Bahrain,BHR,Stroke,887.2
Pakistan,PAK,Lower respiratory infections,888777
United Republic of Tanzania,TZA,Lower respiratory infections,89053
Mexico,MEX,Stroke,89337
Burundi,BDI,Lower respiratory infections,89613
Equatorial Guinea,GNQ,"Trachea, bronchus, lung cancers",89.23
Sao Tome and Principe,STP,Chronic obstructive pulmonary disease,89.51
Norway,NOR,Chronic obstructive pulmonary disease,891.1
Ecuador,ECU,"Trachea, bronchus, lung cancers",895.2
El Salvador,SLV,Ischaemic heart disease,8974
Comoros,COM,Ischaemic heart disease,898.9
Ecuador,ECU,Lower respiratory infections,8985
India,IND,Ischaemic heart disease,9995409
Kiribati,KIR,"Trachea, bronchus, lung cancers",9.1
Grenada,GRD,"Trachea, bronchus, lung cancers",9.5
Ghana,GHA,Ischaemic heart disease,90408
Italy,ITA,Ischaemic heart disease,90621
Eritrea,ERI,"Trachea, bronchus, lung cancers",90.58
Latvia,LVA,Ischaemic heart disease,9014
United Arab Emirates,ARE,"Trachea, bronchus, lung cancers",903.5
Algeria,DZA,"Trachea, bronchus, lung cancers",9033
Portugal,PRT,Ischaemic heart disease,9050
Togo,TGO,Stroke,9085
Estonia,EST,Stroke,909.1
Uzbekistan,UZB,Stroke,91226
Iraq,IRQ,Lower respiratory infections,91291
Brazil,BRA,Lower respiratory infections,91524
Ethiopia,ETH,Ischaemic heart disease,91551
Sudan,SDN,Ischaemic heart disease,91708
Senegal,SEN,Lower respiratory infections,91806
Belize,BLZ,Stroke,91.93
Antigua and Barbuda,ATG,Stroke,91.97
Maldives,MDV,Ischaemic heart disease,910.2
Costa Rica,CRI,Ischaemic heart disease,9102
Guyana,GUY,Stroke,912
Rwanda,RWA,"Trachea, bronchus, lung cancers",912
Jordan,JOR,Lower respiratory infections,9129
Comoros,COM,Stroke,914.1
Sudan,SDN,"Trachea, bronchus, lung cancers",915.6
Cabo Verde,CPV,Ischaemic heart disease,916.1
Uzbekistan,UZB,Chronic obstructive pulmonary disease,9168
Mauritius,MUS,Chronic obstructive pulmonary disease,917.4
Libya,LBY,Stroke,9198
Zimbabwe,ZWE,Chronic obstructive pulmonary disease,921
Romania,ROU,Chronic obstructive pulmonary disease,9257
Central African Republic,CAF,Ischaemic heart disease,9272
Saudi Arabia,SAU,Stroke,93118
Guinea,GIN,Lower respiratory infections,93266
Bahamas,BHS,Lower respiratory infections,93.02
Namibia,"NAM","Trachea, bronchus, lung cancers",93.57
Mauritania,MRT,"Trachea, bronchus, lung cancers",93.84
Togo,TGO,"Trachea, bronchus, lung cancers",93.95
Malta,MLT,Ischaemic heart disease,931.3
Chile,CHL,Stroke,9324
Mali,MLI,Chronic obstructive pulmonary disease,9328
Jordan,JOR,Chronic obstructive pulmonary disease,934.6
Mongolia,MNG,Stroke,9345
Israel,ISR,Ischaemic heart disease,9346
Gambia,GMB,Chronic obstructive pulmonary disease,935.9
Paraguay,PRY,"Trachea, bronchus, lung cancers",936.7
Greece,GRC,Stroke,9363
Cuba,CUB,Lower respiratory infections,9380
Republic of Moldova,MDA,Chronic obstructive pulmonary disease,939.6
Kenya,KEN,Chronic obstructive pulmonary disease,9394
Canada,CAN,Chronic obstructive pulmonary disease,9395
Venezuela (Bolivarian Republic of),VEN,Chronic obstructive pulmonary disease,9398
Saint Vincent and the Grenadines,VCT,Stroke,94.05
Gabon,GAB,"Trachea, bronchus, lung cancers",94.08
Grenada,GRD,Lower respiratory infections,94.15
Antigua and Barbuda,ATG,Ischaemic heart disease,94.76
Singapore,SGP,Chronic obstructive pulmonary disease,94.88
Slovenia,SVN,Chronic obstructive pulmonary disease,940.4
Sierra Leone,SLE,Stroke,9409
New Zealand,NZL,Chronic obstructive pulmonary disease,943.8
Malawi,MWI,Stroke,9436
Papua New Guinea,PNG,Stroke,9442
Portugal,PRT,Stroke,9459
New Zealand,NZL,Chronic obstructive pulmonary disease,947
Switzerland,CHE,Lower respiratory infections,949
Georgia,GEO,Chronic obstructive pulmonary disease,949.7
Türkiye,TUR,"Trachea, bronchus, lung cancers",95056
Democratic People's Republic of Korea,PRK,Ischaemic heart disease,95156
Democratic People's Republic of Korea,PRK,Stroke,95479
South Africa,ZAF,Stroke,95526
Philippines,PHL,Stroke,95584
Liberia,LBR,"Trachea, bronchus, lung cancers",95.68
Suriname,SUR,Chronic obstructive pulmonary disease,95.82
South Sudan,SSD,Stroke,9519
Czechia,CZE,Lower respiratory infections,9522
Zambia,ZMB,Stroke,9551
Rwanda,RWA,Stroke,9554
Senegal,SEN,Stroke,9562
Panama,PAN,Chronic obstructive pulmonary disease,958.7
Iraq,IRQ,"Trachea, bronchus, lung cancers",9587
Turkmenistan,TKM,Lower respiratory infections,9591
Democratic Republic of the Congo,COD,Ischaemic heart disease,96317
Belarus,BLR,Ischaemic heart disease,96432
Guyana,GUY,Stroke,960.4
Oman,OMN,Ischaemic heart disease,9652
Hungary,HUN,Stroke,9662
Turkmenistan,TKM,Stroke,9668
Mongolia,MNG,Chronic obstructive pulmonary disease,968.4
Lao People's Democratic Republic,LAO,Stroke,9687
Azerbaijan,AZE,Lower respiratory infections,9696
Brazil,BRA,Stroke,97528
Venezuela (Bolivarian Republic of),VEN,Ischaemic heart disease,97743
Bahamas,BHS,Stroke,97.04
Micronesia (Federated States of),FSM,Lower respiratory infections,97.06
Suriname,SUR,"Trachea, bronchus, lung cancers",97.92
Sweden,SWE,Chronic obstructive pulmonary disease,972.4
Cuba,CUB,Stroke,9724
Norway,NOR,Lower respiratory infections,973.7
Mali,MLI,Stroke,9750
New Zealand,NZL,Lower respiratory infections,977.7
Lithuania,LTU,Lower respiratory infections,977.8
Uruguay,URY,Ischaemic heart disease,9771
Kazakhstan,KAZ,Lower respiratory infections,9777
Indonesia,IDN,Stroke,978920
Republic of Korea,KOR,Ischaemic heart disease,98095
Nepal,NPL,Chronic obstructive pulmonary disease,98258
Bhutan,BTN,Stroke,980.3
Australia,AUS,Stroke,9802
Bosnia and Herzegovina,BIH,Stroke,9804
Croatia,HRV,Stroke,9824
Sri Lanka,LKA,Lower respiratory infections,9828
Madagascar,MDG,Chronic obstructive pulmonary disease,9856
Albania,ALB,Ischaemic heart disease,9882
Uganda,UGA,"Trachea, bronchus, lung cancers",989.1
Democratic People's Republic of Korea,PRK,Chronic obstructive pulmonary disease,99079
Iran (Islamic Republic of),IRN,Lower respiratory infections,99571
Burkina Faso,BFA,Lower respiratory infections,99662
Egypt,EGY,Stroke,99682
Cyprus,CYP,"Trachea, bronchus, lung cancers",99.57
Belize,BLZ,Lower respiratory infections,99.58
Congo,COG,Chronic obstructive pulmonary disease,990.5
Serbia,SRB,Chronic obstructive pulmonary disease,9923
Kuwait,KWT,"Trachea, bronchus, lung cancers",994.5
Switzerland,CHE,Lower respiratory infections,996.8
Djibouti,DJI,Stroke,998.4
Nicaragua,NIC,Ischaemic heart disease,9981
NA,AND,NA,NA
NA,COK,NA,NA
NA,DMA,NA,NA
NA,KNA,NA,NA
NA,MCO,NA,NA
NA,MHL,NA,NA
NA,NIU,NA,NA
NA,NRU,NA,NA
NA,PLW,NA,NA
NA,SMR,NA,NA
